,key_0,key_1,Title,Genre,Description,Director,Actors,Year,Runtime (Minutes),Rating,Votes,Revenue (Millions),Metascore,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,is_drama,year_added
167,Hugo,2011,Hugo,"Adventure,Drama,Family","In Paris in 1931, an orphan named Hugo Cabret who lives in the walls of a train station is wrapped up in a mystery involving his late father and an automaton.",Martin Scorsese,"Asa Butterfield, Chloë Grace Moretz, Christopher Lee, Ben Kingsley",2011,126,7.5,259182,73.82,83.0,Movie,Hugo,Martin Scorsese,"Ben Kingsley, Sacha Baron Cohen, Asa Butterfield, Chloë Grace Moretz, Ray Winstone, Emily Mortimer, Christopher Lee, Helen McCrory, Michael Stuhlbarg, Frances de la Tour, Jude Law, Johnny Depp, Edmund Kingsley, Richard Griffiths, Angus Barnett, Michael Pitt, Gulliver McGrath, Eric Moreau, Chloe Grace Moretz","United Kingdom, United States, France","March 1, 2020",2011,PG,127 min,"Children & Family Movies, Dramas","Living inside a Paris train station, an orphan eludes the rigid stationmaster, meets a legendary filmmaker and finds the key to unlocking his destiny.",True,2020
168,The Blackcoat's Daughter,2015,The Blackcoat's Daughter,"Horror,Thriller",Two girls must battle a mysterious evil force when they get left behind at their boarding school over winter break.,Oz Perkins,"Emma Roberts, Kiernan Shipka, Lauren Holly, Lucy Boynton",2015,93,5.6,4155,0.02,68.0,Movie,The Blackcoat's Daughter,Osgood Perkins,"Emma Roberts, Kiernan Shipka, Lucy Boynton, Lauren Holly, James Remar, Greg Ellwand, Elana Krausz, Heather Tod Mitchell, Peter James Haworth, Emma Holzer","Canada, United States","May 18, 2019",2015,R,95 min,"Horror Movies, Independent Movies, Thrillers","When their parents fail to pick them up for winter break, two students stay on at an all-girls boarding school in the company of a terrible presence.",False,2019
169,We Are Your Friends,2015,We Are Your Friends,"Drama,Music,Romance","Caught between a forbidden romance and the expectations of his friends, aspiring DJ Cole Carter attempts to find the path in life that leads to fame and fortune.",Max Joseph,"Zac Efron, Wes Bentley, Emily Ratajkowski, Jonny Weston",2015,96,6.2,25903,3.59,46.0,Movie,We Are Your Friends,Max Joseph,"Zac Efron, Wes Bentley, Emily Ratajkowski, Jonny Weston, Shiloh Fernandez, Alex Shaffer, Jon Bernthal, Alicia Coppola, Wiley M. Pickett, Jon Abrahams","United Kingdom, France, United States","January 27, 2020",2015,R,96 min,"Dramas, Independent Movies, Music & Musicals",An ambitious young DJ who knows how to work a crowd puts everything at risk for a budding relationship with his mentor's girlfriend.,True,2020
170,Fracture,2007,Fracture,"Crime,Drama,Mystery","An attorney, intent on climbing the career ladder toward success, finds an unlikely opponent in a manipulative criminal he is trying to prosecute.",Gregory Hoblit,"Anthony Hopkins, Ryan Gosling, David Strathairn,Rosamund Pike",2007,113,7.2,148943,39.0,68.0,Movie,Fracture,Gregory Hoblit,"Anthony Hopkins, Ryan Gosling, David Strathairn, Rosamund Pike, Embeth Davidtz, Billy Burke, Cliff Curtis, Fiona Shaw, Bob Gunton, Josh Stamberg","United States, Germany","April 1, 2019",2007,R,113 min,"Dramas, Thrillers","Ted Crawford, who allegedly attempted to murder his wife, is now locked in a battle of wits with a young assistant district attorney.",True,2019
171,Deuces,2016,Deuces,Drama,An agent infiltrates a crime ring ran by a charismatic boss.,Jamal Hill,"Larenz Tate, Meagan Good, Rotimi, Rick Gonzalez",2016,87,6.6,256,,36.0,Movie,Deuces,Jamal Hill,"Larenz Tate, Meagan Good, Lance Gross, Antonique Smith, La La Anthony, Rick Gonzalez, Rotimi, Andra Fuller",United States,"April 1, 2017",2016,TV-MA,88 min,Dramas,"Assigned to go undercover to take down an impenetrable crime ring, a detective finds himself falling under the sway of its enigmatic leader.",True,2017
172,The Fighter,2010,The Fighter,"Action,Biography,Drama","A look at the early years of boxer ""Irish"" Micky Ward and his brother who helped train him before going pro in the mid 1980s.",David O. Russell,"Mark Wahlberg, Christian Bale, Amy Adams,Melissa Leo",2010,116,7.8,290056,93.57,79.0,Movie,The Fighter,David O. Russell,"Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo, Jack McGee, Melissa McMeekin, Bianca Hunter, Erica McDermott, Dendrie Taylor, Jill Quigg, Kate B. O'Brien, Sugar Ray Leonard",United States,"January 13, 2019",2010,R,116 min,"Dramas, Sports Movies","After a string of defeats, a boxer rediscovers his fighting will with help from his trainer and half-brother, a once-talented pugilist.",True,2019
173,Chef,2014,Chef,"Comedy,Drama","A head chef quits his restaurant job and buys a food truck in an effort to reclaim his creative promise, while piecing back together his estranged family.",Jon Favreau,"Jon Favreau, Robert Downey Jr., Scarlett Johansson,Dustin Hoffman",2014,114,7.3,151970,31.24,68.0,Movie,Chef,Jon Favreau,"Jon Favreau, Sofía Vergara, John Leguizamo, Scarlett Johansson, Dustin Hoffman, Oliver Platt, Bobby Cannavale, Amy Sedaris, Robert Downey Jr., Emjay Anthony, Russell Peters",United States,"December 1, 2020",2014,R,115 min,"Comedies, Independent Movies","After igniting a Twitter war with a well-known culinary critic, a Los Angeles chef packs his knives, heads home to Miami and opens a food truck.",False,2020
174,PK,2014,PK,"Comedy,Drama,Romance","A stranger in the city asks questions no one has asked before. His childlike curiosity will take him on a journey of love, laughter, and letting go.",Rajkumar Hirani,"Aamir Khan, Anushka Sharma, Sanjay Dutt,Boman Irani",2014,153,8.2,103279,10.57,51.0,Movie,PK,Rajkumar Hirani,"Aamir Khan, Anuskha Sharma, Sanjay Dutt, Saurabh Shukla, Parikshat Sahni, Sushant Singh Rajput, Boman Irani, Rukhsar",India,"September 6, 2018",2014,TV-14,146 min,"Comedies, Dramas, International Movies",Aamir Khan teams with director Rajkumar Hirani to play a social crusader in a political satire on the state of corruption in India.,True,2018
175,Indiana Jones and the Kingdom of the Crystal Skull,2008,Indiana Jones and the Kingdom of the Crystal Skull,"Action,Adventure,Fantasy","Famed archaeologist/adventurer Dr. Henry ""Indiana"" Jones is called back into action when he becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.",Steven Spielberg,"Harrison Ford, Cate Blanchett, Shia LaBeouf,Karen Allen",2008,122,6.2,351361,317.01,65.0,Movie,Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,"Harrison Ford, Cate Blanchett, Karen Allen, Ray Winstone, John Hurt, Jim Broadbent, Igor Jijikine, Shia LaBeouf",United States,"January 1, 2019",2008,PG-13,123 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy","Indiana Jones is drawn into a Russian plot to unearth the Crystal Skulls of Akator, Amazonian artifacts with supernatural powers.",False,2019
176,Quantum of Solace,2008,Quantum of Solace,"Action,Adventure,Thriller","James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource. All the while, he still tries to seek revenge over the death of his love.",Marc Forster,"Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench",2008,106,6.6,347798,168.37,58.0,Movie,Quantum of Solace,Marc Forster,"Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench, Giancarlo Giannini, Gemma Arterton, Jeffrey Wright, David Harbour, Jesper Christensen, Anatole Taubman","United Kingdom, United States","August 31, 2020",2008,PG-13,106 min,Action & Adventure,"Picking up an hour after the events of 2006's Casino Royale, this James Bond adventure finds 007 tracking a traitor who's infiltrated Britain's MI6.",False,2020
177,The Assignment,2016,The Assignment,"Action,Crime,Thriller","After waking up and discovering that he has undergone gender reassignment surgery, an assassin seeks to find the doctor responsible.",Walter Hill,"Sigourney Weaver, Michelle Rodriguez, Tony Shalhoub,Anthony LaPaglia",2016,95,4.5,2043,,34.0,Movie,The Assignment,Walter Hill,"Michelle Rodriguez, Sigourney Weaver, Tony Shalhoub, Anthony LaPaglia, Caitlin Gerard, Brent Langdon, Adrian Hough, Ken Kirzinger, Darryl Quon, Caroline Chan","France, Canada, United States","March 15, 2020",2016,R,95 min,Action & Adventure,A hitman has his body surgically altered into a woman's against his will. Now he has to track down the surgeon responsible and get his revenge.,False,2020
178,Lady in the Water,2006,Lady in the Water,"Drama,Fantasy,Mystery","Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world.",M. Night Shyamalan,"Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban",2006,110,5.6,82701,42.27,36.0,Movie,Lady in the Water,M. Night Shyamalan,"Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban, Sarita Choudhury, Cindy Cheung, M. Night Shyamalan, Freddy Rodríguez, Bill Irwin, Mary Beth Hurt",United States,"July 1, 2019",2006,PG-13,110 min,"Sci-Fi & Fantasy, Thrillers","When an apartment building manager discovers a water nymph in the complex's swimming pool, he tries to help her return to her mythical home.",False,2019
179,Unknown,2011,Unknown,"Action,Mystery,Thriller","A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",Jaume Collet-Serra,"Liam Neeson, Diane Kruger, January Jones,Aidan Quinn",2011,113,6.9,218679,61.09,56.0,Movie,Unknown,Jaume Collet-Serra,"Liam Neeson, Diane Kruger, January Jones, Aidan Quinn, Bruno Ganz, Frank Langella, Sebastian Koch, Olivier Schneider, Stipe Erceg, Rainer Bock","United Kingdom, Germany, France, United States","January 1, 2021",2011,PG-13,113 min,"Action & Adventure, Thrillers","Liam Neeson stars as a man who regains consciousness after a car accident, only to discover that another man is impersonating him.",False,2021
